cohort_month,cohort_size,months_since_first,active_persons,orders,gmv,retention_rate,gmv_per_cohort_member,is_observable,analysis_start,analysis_end
2017-11-01,7305,5,13,14,1669.8100000000002,0.001779603011635866,0.22858453114305272,true,2017-01-01,2018-08-31
2017-11-01,7305,6,8,9,977.1199999999999,0.0010951403148528405,0.13376043805612592,true,2017-01-01,2018-08-31
2017-11-01,7305,7,14,14,1563.15,0.0019164955509924709,0.21398357289527722,true,2017-01-01,2018-08-31
2017-11-01,7305,8,10,10,1196.44,0.0013689253935660506,0.16378370978781656,true,2017-01-01,2018-08-31
2017-11-01,7305,9,4,4,503.49,0.0005475701574264203,0.06892402464065708,true,2017-01-01,2018-08-31
2018-06-01,5941,0,5941,5975,839549.9000000167,1.0,141.31457667059698,true,2017-01-01,2018-08-31
2018-06-01,5941,1,25,25,2425.7200000000003,0.004208045783538125,0.40830163272176406,true,2017-01-01,2018-08-31
2018-06-01,5941,2,17,17,1489.98,0.002861471132805925,0.25079616226224544,true,2017-01-01,2018-08-31
2018-01-01,7026,0,7026,7125,931069.8300000316,1.0,132.51776686593107,true,2017-01-01,2018-08-31
2018-01-01,7026,1,24,24,3225.3999999999996,0.0034158838599487617,0.4590663250782806,true,2017-01-01,2018-08-31
2018-01-01,7026,2,27,27,3132.4400000000005,0.003842869342442357,0.4458354682607459,true,2017-01-01,2018-08-31
2018-01-01,7026,3,20,20,2846.830000000001,0.002846569883290635,0.405185027042414,true,2017-01-01,2018-08-31
2018-01-01,7026,4,20,20,2244.5600000000004,0.002846569883290635,0.31946484486194143,true,2017-01-01,2018-08-31
2018-01-01,7026,5,11,12,1304.5,0.0015656134358098491,0.18566752063763164,true,2017-01-01,2018-08-31
2018-01-01,7026,6,12,12,1031.0299999999997,0.0017079419299743809,0.1467449473384571,true,2017-01-01,2018-08-31
2018-01-01,7026,7,16,16,1299.03,0.002277255906632508,0.18488898377455165,true,2017-01-01,2018-08-31
2018-02-01,6451,0,6451,6602,830671.6900000228,1.0,128.76634475275503,true,2017-01-01,2018-08-31
2018-02-01,6451,1,25,25,2972.67,0.0038753681599751977,0.46080762672453884,true,2017-01-01,2018-08-31
2018-02-01,6451,2,25,26,3320.560000000001,0.0038753681599751977,0.5147356998914898,true,2017-01-01,2018-08-31
2018-02-01,6451,3,19,19,3066.6900000000005,0.0029452798015811503,0.4753821113005736,true,2017-01-01,2018-08-31
2018-02-01,6451,4,17,17,1736.8700000000003,0.0026352503487831343,0.2692404278406449,true,2017-01-01,2018-08-31
2018-02-01,6451,5,14,14,2556.34,0.002170206169586111,0.3962703456828399,true,2017-01-01,2018-08-31
2018-02-01,6451,6,13,13,1451.28,0.002015191443187103,0.2249697721283522,true,2017-01-01,2018-08-31
2017-01-01,765,9,0,0,0.0,0.0,0.0,true,2017-01-01,2018-08-31
2017-01-01,765,18,0,0,0.0,0.0,0.0,true,2017-01-01,2018-08-31
2017-02-01,1752,18,0,0,0.0,0.0,0.0,true,2017-01-01,2018-08-31
